provider,object_type,current_schema,current_relation,current_column,current_data_type,new_schema,new_relation,new_column,new_data_type,change_type,notes
postgres,table_column,public,AspNetRoles,Id,character varying,public,AspNetRoles,Id,character varying,no_change,column_not_lowercase;single_column_pk;identity_excluded
postgres,table_column,public,AspNetRoles,Name,character varying,public,AspNetRoles,Name,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetRoles,NormalizedName,character varying,public,AspNetRoles,NormalizedName,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table,public,AspNetUserClaims,,,public,AspNetUserClaims,,,no_change,relation_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserClaims,ClaimType,text,public,AspNetUserClaims,ClaimType,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserClaims,ClaimValue,text,public,AspNetUserClaims,ClaimValue,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserClaims,Id,integer,public,AspNetUserClaims,Id,integer,no_change,column_not_lowercase;single_column_pk;identity_excluded
postgres,table_column,public,AspNetUserClaims,UserId,character varying,public,AspNetUserClaims,UserId,character varying,no_change,column_not_lowercase;fk_to_asp_net_user;identity_excluded
postgres,table,public,AspNetUserLogins,,,public,AspNetUserLogins,,,no_change,relation_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserLogins,LoginProvider,character varying,public,AspNetUserLogins,LoginProvider,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserLogins,ProviderDisplayName,text,public,AspNetUserLogins,ProviderDisplayName,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserLogins,ProviderKey,character varying,public,AspNetUserLogins,ProviderKey,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserLogins,UserId,character varying,public,AspNetUserLogins,UserId,character varying,no_change,column_not_lowercase;fk_to_asp_net_user;identity_excluded
postgres,table,public,AspNetUserRoles,,,public,AspNetUserRoles,,,no_change,relation_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserRoles,RoleId,character varying,public,AspNetUserRoles,RoleId,character varying,no_change,column_not_lowercase;fk_to_asp_net_role;identity_excluded
postgres,table_column,public,AspNetUserRoles,UserId,character varying,public,AspNetUserRoles,UserId,character varying,no_change,column_not_lowercase;fk_to_asp_net_user;identity_excluded
postgres,table,public,AspNetUserTokens,,,public,AspNetUserTokens,,,no_change,relation_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserTokens,LoginProvider,character varying,public,AspNetUserTokens,LoginProvider,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserTokens,Name,character varying,public,AspNetUserTokens,Name,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUserTokens,UserId,character varying,public,AspNetUserTokens,UserId,character varying,no_change,column_not_lowercase;fk_to_asp_net_user;identity_excluded
postgres,table_column,public,AspNetUserTokens,Value,text,public,AspNetUserTokens,Value,text,no_change,column_not_lowercase;identity_excluded
postgres,table,public,AspNetUsers,,,public,AspNetUsers,,,no_change,relation_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,AccessFailedCount,integer,public,AspNetUsers,AccessFailedCount,integer,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,CompanyId,uuid,public,AspNetUsers,CompanyId,uuid,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,CompanyRole,text,public,AspNetUsers,CompanyRole,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,ConcurrencyStamp,text,public,AspNetUsers,ConcurrencyStamp,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,Email,character varying,public,AspNetUsers,Email,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,EmailConfirmed,boolean,public,AspNetUsers,EmailConfirmed,boolean,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,Id,character varying,public,AspNetUsers,Id,character varying,no_change,column_not_lowercase;single_column_pk;identity_excluded
postgres,table_column,public,AspNetUsers,IsDisabled,boolean,public,AspNetUsers,IsDisabled,boolean,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,LockoutEnabled,boolean,public,AspNetUsers,LockoutEnabled,boolean,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,LockoutEnd,timestamp with time zone,public,AspNetUsers,LockoutEnd,timestamp with time zone,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,Name,text,public,AspNetUsers,Name,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,NormalizedEmail,character varying,public,AspNetUsers,NormalizedEmail,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,NormalizedUserName,character varying,public,AspNetUsers,NormalizedUserName,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,PasswordHash,text,public,AspNetUsers,PasswordHash,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,PhoneNumber,text,public,AspNetUsers,PhoneNumber,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,PhoneNumberConfirmed,boolean,public,AspNetUsers,PhoneNumberConfirmed,boolean,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,SecurityStamp,text,public,AspNetUsers,SecurityStamp,text,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,TwoFactorEnabled,boolean,public,AspNetUsers,TwoFactorEnabled,boolean,no_change,column_not_lowercase;identity_excluded
postgres,table_column,public,AspNetUsers,UserName,character varying,public,AspNetUsers,UserName,character varying,no_change,column_not_lowercase;identity_excluded
postgres,table,public,Companies,,,public,company,,,rename_relation,relation_not_lowercase
postgres,table_column,public,Companies,CompanyName,character varying,public,company,company_name,character varying,rename_column,column_not_lowercase
postgres,table_column,public,Companies,Id,uuid,public,company,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,view,public,CompanySearch,,,public,company_search,,,rename_relation,relation_not_lowercase
postgres,view_column,public,CompanySearch,CompanyName,character varying,public,company_search,company_name,character varying,rename_column,column_not_lowercase
postgres,view_column,public,CompanySearch,Id,uuid,public,company_search,id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,CompanySearch,contracts,text,public,company_search,contracts,text,compliant,
postgres,view_column,public,CompanySearch,nrUsers,integer,public,company_search,user_count,integer,rename_column,column_not_lowercase
postgres,view_column,public,CompanySearch,sites,text,public,company_search,sites,text,compliant,
postgres,view,public,ContractSearch,,,public,contract_search,,,rename_relation,relation_not_lowercase
postgres,view_column,public,ContractSearch,CompanyId,uuid,public,contract_search,company_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,ContractSearch,CompanyName,character varying,public,contract_search,company_name,character varying,rename_column,column_not_lowercase
postgres,view_column,public,ContractSearch,ContractNumber,character varying,public,contract_search,contract_number,character varying,rename_column,column_not_lowercase
postgres,view_column,public,ContractSearch,Id,uuid,public,contract_search,id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,ContractSearch,OffHireDate,timestamp without time zone,public,contract_search,off_hire_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,ContractSearch,OnHireDate,timestamp without time zone,public,contract_search,on_hire_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,ContractSearch,SiteName,text,public,contract_search,site_name,text,rename_column,column_not_lowercase
postgres,view_column,public,ContractSearch,SiteiD,uuid,public,contract_search,site_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,ContractSearch,siteAddress,text,public,contract_search,site_address,text,rename_column,column_not_lowercase
postgres,table,public,Contracts,,,public,contract,,,rename_relation,relation_not_lowercase
postgres,table_column,public,Contracts,CompanyId,uuid,public,contract,company_id,uuid,rename_column,column_not_lowercase;fk_to_company
postgres,table_column,public,Contracts,ContractNumber,character varying,public,contract,contract_number,character varying,rename_column,column_not_lowercase
postgres,table_column,public,Contracts,Id,uuid,public,contract,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,table_column,public,Contracts,OffHireDate,timestamp without time zone,public,contract,off_hire_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,Contracts,OnHireDate,timestamp without time zone,public,contract,on_hire_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,Contracts,SiteiD,uuid,public,contract,site_id,uuid,rename_column,column_not_lowercase;fk_to_site
postgres,view,public,CustomerDashboardMonitorData,,,public,customer_dashboard_monitor_data,,,rename_relation,relation_not_lowercase
postgres,view_column,public,CustomerDashboardMonitorData,MonitorState,character varying,public,customer_dashboard_monitor_data,monitor_state,character varying,rename_column,column_not_lowercase
postgres,view_column,public,CustomerDashboardMonitorData,UserId,uuid,public,customer_dashboard_monitor_data,user_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,CustomerDashboardMonitorData,nr,integer,public,customer_dashboard_monitor_data,row_count,integer,rename_column,
postgres,view,public,CustomerDashboardNotificationData,,,public,customer_dashboard_notification_data,,,rename_relation,relation_not_lowercase
postgres,view_column,public,CustomerDashboardNotificationData,AlertState,character varying,public,customer_dashboard_notification_data,alert_state,character varying,rename_column,column_not_lowercase
postgres,view_column,public,CustomerDashboardNotificationData,AlertType,integer,public,customer_dashboard_notification_data,alert_type,integer,rename_column,column_not_lowercase
postgres,view_column,public,CustomerDashboardNotificationData,UserId,uuid,public,customer_dashboard_notification_data,user_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,CustomerDashboardNotificationData,nr,integer,public,customer_dashboard_notification_data,row_count,integer,rename_column,
postgres,table,public,Deployments,,,public,deployment,,,rename_relation,relation_not_lowercase
postgres,table_column,public,Deployments,ContractId,uuid,public,deployment,contract_id,uuid,rename_column,column_not_lowercase;fk_to_contract
postgres,table_column,public,Deployments,EndDate,timestamp without time zone,public,deployment,end_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,Deployments,Id,uuid,public,deployment,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,table_column,public,Deployments,Lat,double precision,public,deployment,lat,double precision,rename_column,column_not_lowercase
postgres,table_column,public,Deployments,Lng,double precision,public,deployment,lng,double precision,rename_column,column_not_lowercase
postgres,table_column,public,Deployments,Location,character varying,public,deployment,location,character varying,rename_column,column_not_lowercase
postgres,table_column,public,Deployments,MonitorId,uuid,public,deployment,monitor_id,uuid,rename_column,column_not_lowercase;fk_to_monitor
postgres,table_column,public,Deployments,PictureLink,character varying,public,deployment,picture_link,character varying,rename_column,column_not_lowercase
postgres,table_column,public,Deployments,StartDate,timestamp without time zone,public,deployment,start_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,Deployments,What3words,text,public,deployment,what_3_words,text,rename_column,column_not_lowercase
postgres,table,public,ErrorLog,,,public,error_log,,,rename_relation,relation_not_lowercase
postgres,table_column,public,ErrorLog,Host,character varying,public,error_log,host,character varying,rename_column,column_not_lowercase
postgres,table_column,public,ErrorLog,Id,bigint,public,error_log,id,bigint,rename_column,column_not_lowercase
postgres,table_column,public,ErrorLog,Level,character varying,public,error_log,level,character varying,rename_column,column_not_lowercase
postgres,table_column,public,ErrorLog,Message,text,public,error_log,message,text,rename_column,column_not_lowercase
postgres,table_column,public,ErrorLog,Source,text,public,error_log,source,text,rename_column,column_not_lowercase
postgres,table_column,public,ErrorLog,StackTrace,text,public,error_log,stack_trace,text,rename_column,column_not_lowercase
postgres,table_column,public,ErrorLog,Timestamtp,timestamp without time zone,public,error_log,logged_at,timestamp without time zone,rename_column,column_not_lowercase;legacy_misspelling
postgres,table_column,public,ErrorLog,Variables,text,public,error_log,variables,text,rename_column,column_not_lowercase
postgres,table,public,HelpArticles,,,public,help_article,,,rename_relation,relation_not_lowercase
postgres,table_column,public,HelpArticles,Body,text,public,help_article,body,text,rename_column,column_not_lowercase
postgres,table_column,public,HelpArticles,ContentType,character varying,public,help_article,content_type,character varying,rename_column,column_not_lowercase
postgres,table_column,public,HelpArticles,CreatedAtUtc,timestamp without time zone,public,help_article,created_at_utc,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,HelpArticles,Id,uuid,public,help_article,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,table_column,public,HelpArticles,IsPublished,boolean,public,help_article,is_published,boolean,rename_column,column_not_lowercase
postgres,table_column,public,HelpArticles,SectionId,uuid,public,help_article,help_section_id,uuid,rename_column,column_not_lowercase;fk_to_help_section
postgres,table_column,public,HelpArticles,Slug,character varying,public,help_article,slug,character varying,rename_column,column_not_lowercase
postgres,table_column,public,HelpArticles,SortOrder,integer,public,help_article,sort_order,integer,rename_column,column_not_lowercase
postgres,table_column,public,HelpArticles,Summary,character varying,public,help_article,summary,character varying,rename_column,column_not_lowercase
postgres,table_column,public,HelpArticles,Title,character varying,public,help_article,title,character varying,rename_column,column_not_lowercase
postgres,table_column,public,HelpArticles,UpdatedAtUtc,timestamp without time zone,public,help_article,updated_at_utc,timestamp without time zone,rename_column,column_not_lowercase
postgres,table,public,HelpAssets,,,public,help_asset,,,rename_relation,relation_not_lowercase
postgres,table_column,public,HelpAssets,AssetType,character varying,public,help_asset,asset_type,character varying,rename_column,column_not_lowercase
postgres,table_column,public,HelpAssets,HelpArticleId,uuid,public,help_asset,help_article_id,uuid,rename_column,column_not_lowercase;fk_to_help_article
postgres,table_column,public,HelpAssets,Id,uuid,public,help_asset,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,table_column,public,HelpAssets,InternalPath,character varying,public,help_asset,internal_path,character varying,rename_column,column_not_lowercase
postgres,table_column,public,HelpAssets,SortOrder,integer,public,help_asset,sort_order,integer,rename_column,column_not_lowercase
postgres,table_column,public,HelpAssets,Title,character varying,public,help_asset,title,character varying,rename_column,column_not_lowercase
postgres,table_column,public,HelpAssets,Url,character varying,public,help_asset,url,character varying,rename_column,column_not_lowercase
postgres,table,public,HelpSections,,,public,help_section,,,rename_relation,relation_not_lowercase
postgres,table_column,public,HelpSections,Id,uuid,public,help_section,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,table_column,public,HelpSections,IsPublished,boolean,public,help_section,is_published,boolean,rename_column,column_not_lowercase
postgres,table_column,public,HelpSections,Slug,character varying,public,help_section,slug,character varying,rename_column,column_not_lowercase
postgres,table_column,public,HelpSections,SortOrder,integer,public,help_section,sort_order,integer,rename_column,column_not_lowercase
postgres,table_column,public,HelpSections,Title,character varying,public,help_section,title,character varying,rename_column,column_not_lowercase
postgres,view,public,MonitorCurrentSearch,,,public,monitor_current_search,,,rename_relation,relation_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,Alerts,boolean,public,monitor_current_search,alerts,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,Battery,boolean,public,monitor_current_search,battery,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,Cautions,boolean,public,monitor_current_search,cautions,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,ContractId,uuid,public,monitor_current_search,contract_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,ContractNumber,character varying,public,monitor_current_search,contract_number,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,DeploymentId,uuid,public,monitor_current_search,deployment_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,FleetNr,character varying,public,monitor_current_search,fleet_row_count,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,Id,uuid,public,monitor_current_search,id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,LastDataTime,timestamp without time zone,public,monitor_current_search,last_data_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,Latitude,double precision,public,monitor_current_search,latitude,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,LocationId,integer,public,monitor_current_search,location_id,integer,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,Longitude,double precision,public,monitor_current_search,longitude,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,OffLine,boolean,public,monitor_current_search,off_line,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,SerialId,character varying,public,monitor_current_search,serial_id,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,SiteName,text,public,monitor_current_search,site_name,text,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,SiteiD,uuid,public,monitor_current_search,site_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,TypeOfMonitor,integer,public,monitor_current_search,type_of_monitor,integer,rename_column,column_not_lowercase
postgres,view_column,public,MonitorCurrentSearch,What3words,text,public,monitor_current_search,what_3_words,text,rename_column,column_not_lowercase
postgres,view,public,MonitorSearch,,,public,monitor_search,,,rename_relation,relation_not_lowercase
postgres,view_column,public,MonitorSearch,Active,boolean,public,monitor_search,active,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,Alerts,boolean,public,monitor_search,alerts,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,Battery,boolean,public,monitor_search,battery,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,Cautions,boolean,public,monitor_search,cautions,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,ContractId,uuid,public,monitor_search,contract_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,ContractNumber,character varying,public,monitor_search,contract_number,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,DeploymentId,uuid,public,monitor_search,deployment_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,EndDate,timestamp without time zone,public,monitor_search,end_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,FleetNr,character varying,public,monitor_search,fleet_row_count,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,Id,uuid,public,monitor_search,id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,LastDataTime,timestamp without time zone,public,monitor_search,last_data_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,Latitude,double precision,public,monitor_search,latitude,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,LocationId,integer,public,monitor_search,location_id,integer,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,Longitude,double precision,public,monitor_search,longitude,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,MonitorName,character varying,public,monitor_search,monitor_name,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,OffLine,boolean,public,monitor_search,off_line,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,SerialId,character varying,public,monitor_search,serial_id,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,SiteName,text,public,monitor_search,site_name,text,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,SiteiD,uuid,public,monitor_search,site_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,TypeOfMonitor,integer,public,monitor_search,type_of_monitor,integer,rename_column,column_not_lowercase
postgres,view_column,public,MonitorSearch,What3words,text,public,monitor_search,what_3_words,text,rename_column,column_not_lowercase
postgres,view,public,MonitorUserSearch,,,public,monitor_user_search,,,rename_relation,relation_not_lowercase
postgres,view_column,public,MonitorUserSearch,Active,boolean,public,monitor_user_search,active,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,Alerts,boolean,public,monitor_user_search,alerts,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,Battery,boolean,public,monitor_user_search,battery,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,Cautions,boolean,public,monitor_user_search,cautions,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,ContractNumber,character varying,public,monitor_user_search,contract_number,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,DeploymentId,uuid,public,monitor_user_search,deployment_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,FleetNr,character varying,public,monitor_user_search,fleet_row_count,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,Id,uuid,public,monitor_user_search,id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,LastDataTime,timestamp without time zone,public,monitor_user_search,last_data_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,Latitude,double precision,public,monitor_user_search,latitude,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,LocationId,integer,public,monitor_user_search,location_id,integer,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,Longitude,double precision,public,monitor_user_search,longitude,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,OffLine,boolean,public,monitor_user_search,off_line,boolean,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,SerialId,character varying,public,monitor_user_search,serial_id,character varying,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,SiteName,text,public,monitor_user_search,site_name,text,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,SiteiD,uuid,public,monitor_user_search,site_id,uuid,rename_column,column_not_lowercase
